;AverageFare;Ref
1070;133;4 9 3 2011
1071;133;4 9 4 2011
1072;172;4 9 1 2012
1073;172;4 9 2 2012
1074;172;4 9 3 2012
1075;172;4 9 4 2012
1076;172;4 9 1 2013
1077;172;4 9 2 2013
1078;133;4 9 3 2013
1079;133;4 9 4 2013
1080;227;4 10 1 2011
1081;227;4 10 2 2011
1082;227;4 10 3 2011
1083;227;4 10 4 2011
1084;172;4 10 1 2012
1085;172;4 10 2 2012
1086;172;4 10 3 2012
1087;172;4 10 4 2012
1088;172;4 10 1 2013
1089;172;4 10 2 2013
1090;227;4 10 3 2013
1091;227;4 10 4 2013
1092;244;4 11 1 2011
1093;244;4 11 2 2011
1094;244;4 11 3 2011
1095;244;4 11 4 2011
1096;172;4 11 1 2012
1097;172;4 11 2 2012
1098;172;4 11 3 2012
1099;172;4 11 4 2012
1100;172;4 11 1 2013
1101;172;4 11 2 2013
1102;244;4 11 3 2013
1103;244;4 11 4 2013
1104;209;4 12 1 2011
1105;209;4 12 2 2011
1106;209;4 12 3 2011
1107;209;4 12 4 2011
1108;172;4 12 1 2012
1109;172;4 12 2 2012
1110;172;4 12 3 2012
1111;172;4 12 4 2012
1112;172;4 12 1 2013
1113;172;4 12 2 2013
1114;209;4 12 3 2013
1115;209;4 12 4 2013
1116;239;4 13 1 2011
1117;239;4 13 2 2011
1118;239;4 13 3 2011
1119;239;4 13 4 2011
1120;172;4 13 1 2012
1121;172;4 13 2 2012
1122;172;4 13 3 2012
1123;172;4 13 4 2012
1124;172;4 13 1 2013
1125;172;4 13 2 2013
1126;239;4 13 3 2013
1127;239;4 13 4 2013
1128;172;4 14 1 2011
1129;172;4 14 2 2011
1130;172;4 14 3 2011
1131;172;4 14 4 2011
1132;172;4 14 1 2012
1133;172;4 14 2 2012
1134;172;4 14 3 2012
1135;172;4 14 4 2012
1136;172;4 14 1 2013
1137;172;4 14 2 2013
1138;172;4 14 3 2013
1139;172;4 14 4 2013
1140;139;4 15 1 2011
1141;139;4 15 2 2011
1142;139;4 15 3 2011
1143;139;4 15 4 2011
1144;172;4 15 1 2012
1145;172;4 15 2 2012
1146;172;4 15 3 2012
1147;172;4 15 4 2012
1148;172;4 15 1 2013
1149;172;4 15 2 2013
1150;139;4 15 3 2013
1151;139;4 15 4 2013
1152;184;4 16 1 2011
1153;184;4 16 2 2011
1154;184;4 16 3 2011
1155;184;4 16 4 2011
1156;172;4 16 1 2012
1157;172;4 16 2 2012
1158;172;4 16 3 2012
1159;172;4 16 4 2012
1160;172;4 16 1 2013
1161;172;4 16 2 2013
1162;184;4 16 3 2013
1163;184;4 16 4 2013
1164;223;4 17 1 2011
1165;223;4 17 2 2011
1166;223;4 17 3 2011
1167;223;4 17 4 2011
1168;172;4 17 1 2012
1169;172;4 17 2 2012
1170;172;4 17 3 2012
1171;172;4 17 4 2012
1172;172;4 17 1 2013
1173;172;4 17 2 2013
1174;223;4 17 3 2013
1175;223;4 17 4 2013
1176;229;4 18 1 2011
1177;229;4 18 2 2011
1178;229;4 18 3 2011
1179;229;4 18 4 2011
1180;172;4 18 1 2012
1181;172;4 18 2 2012
1182;172;4 18 3 2012
1183;172;4 18 4 2012
1184;172;4 18 1 2013
1185;172;4 18 2 2013
1186;229;4 18 3 2013
1187;229;4 18 4 2013
1188;201;4 19 1 2011
1189;201;4 19 2 2011
1190;201;4 19 3 2011
1191;201;4 19 4 2011
1192;172;4 19 1 2012
1193;172;4 19 2 2012
1194;172;4 19 3 2012
1195;172;4 19 4 2012
1196;172;4 19 1 2013
1197;172;4 19 2 2013
1198;201;4 19 3 2013
1199;201;4 19 4 2013
1200;192;5 0 1 2011
1201;192;5 0 2 2011
1202;192;5 0 3 2011
1203;192;5 0 4 2011
1204;172;5 0 1 2012
1205;172;5 0 2 2012
1206;172;5 0 3 2012
1207;172;5 0 4 2012
1208;172;5 0 1 2013
1209;172;5 0 2 2013
1210;192;5 0 3 2013
1211;192;5 0 4 2013
1212;169;5 1 1 2011
1213;169;5 1 2 2011
1214;169;5 1 3 2011
1215;169;5 1 4 2011
1216;172;5 1 1 2012
1217;172;5 1 2 2012
1218;172;5 1 3 2012
1219;172;5 1 4 2012
1220;172;5 1 1 2013
1221;172;5 1 2 2013
1222;169;5 1 3 2013
1223;169;5 1 4 2013
1224;347;5 2 1 2011
1225;347;5 2 2 2011
1226;347;5 2 3 2011
1227;347;5 2 4 2011
1228;172;5 2 1 2012
1229;172;5 2 2 2012
1230;172;5 2 3 2012
1231;172;5 2 4 2012
1232;172;5 2 1 2013
1233;172;5 2 2 2013
1234;347;5 2 3 2013
1235;347;5 2 4 2013
1236;304;5 3 1 2011
1237;304;5 3 2 2011
1238;304;5 3 3 2011
1239;304;5 3 4 2011
1240;172;5 3 1 2012
1241;172;5 3 2 2012
1242;172;5 3 3 2012
1243;172;5 3 4 2012
1244;172;5 3 1 2013
1245;172;5 3 2 2013
1246;304;5 3 3 2013
1247;304;5 3 4 2013
1248;189;5 4 1 2011
1249;189;5 4 2 2011
1250;189;5 4 3 2011
1251;189;5 4 4 2011
1252;172;5 4 1 2012
1253;172;5 4 2 2012
1254;172;5 4 3 2012
1255;172;5 4 4 2012
1256;172;5 4 1 2013
1257;172;5 4 2 2013
1258;189;5 4 3 2013
1259;189;5 4 4 2013
1260;0;5 5 1 2011
1261;0;5 5 2 2011
1262;0;5 5 3 2011
1263;0;5 5 4 2011
1264;0;5 5 1 2012
1265;0;5 5 2 2012
1266;0;5 5 3 2012
1267;0;5 5 4 2012
1268;0;5 5 1 2013
1269;0;5 5 2 2013
1270;0;5 5 3 2013
1271;0;5 5 4 2013
1272;359;5 6 1 2011
1273;359;5 6 2 2011
1274;359;5 6 3 2011
1275;359;5 6 4 2011
1276;172;5 6 1 2012
1277;172;5 6 2 2012
1278;172;5 6 3 2012
1279;172;5 6 4 2012
1280;172;5 6 1 2013
1281;172;5 6 2 2013
1282;359;5 6 3 2013
1283;359;5 6 4 2013
1284;135;5 7 1 2011
1285;135;5 7 2 2011
1286;135;5 7 3 2011
1287;135;5 7 4 2011
1288;172;5 7 1 2012
1289;172;5 7 2 2012
1290;172;5 7 3 2012
1291;172;5 7 4 2012
1292;172;5 7 1 2013
1293;172;5 7 2 2013
1294;135;5 7 3 2013
1295;135;5 7 4 2013
1296;280;5 8 1 2011
1297;280;5 8 2 2011
1298;280;5 8 3 2011
1299;280;5 8 4 2011
1300;172;5 8 1 2012
1301;172;5 8 2 2012
1302;172;5 8 3 2012
1303;172;5 8 4 2012
1304;172;5 8 1 2013
1305;172;5 8 2 2013
1306;280;5 8 3 2013
1307;280;5 8 4 2013
1308;238;5 9 1 2011
1309;238;5 9 2 2011
1310;238;5 9 3 2011
1311;238;5 9 4 2011
1312;172;5 9 1 2012
1313;172;5 9 2 2012
1314;172;5 9 3 2012
1315;172;5 9 4 2012
1316;172;5 9 1 2013
1317;172;5 9 2 2013
1318;238;5 9 3 2013
1319;238;5 9 4 2013
1320;250;5 10 1 2011
1321;250;5 10 2 2011
1322;250;5 10 3 2011
1323;250;5 10 4 2011
1324;172;5 10 1 2012
1325;172;5 10 2 2012
1326;172;5 10 3 2012
1327;172;5 10 4 2012
1328;172;5 10 1 2013
1329;172;5 10 2 2013
1330;250;5 10 3 2013
1331;250;5 10 4 2013
1332;186;5 11 1 2011
1333;186;5 11 2 2011
1334;186;5 11 3 2011
1335;186;5 11 4 2011
1336;172;5 11 1 2012
1337;172;5 11 2 2012
1338;172;5 11 3 2012
1339;172;5 11 4 2012
1340;172;5 11 1 2013
1341;172;5 11 2 2013
1342;186;5 11 3 2013
1343;186;5 11 4 2013
1344;160;5 12 1 2011
1345;160;5 12 2 2011
1346;160;5 12 3 2011
1347;160;5 12 4 2011
1348;172;5 12 1 2012
1349;172;5 12 2 2012
1350;172;5 12 3 2012
1351;172;5 12 4 2012
1352;172;5 12 1 2013
1353;172;5 12 2 2013
1354;160;5 12 3 2013
1355;160;5 12 4 2013
1356;0;5 13 1 2011
1357;0;5 13 2 2011
1358;0;5 13 3 2011
1359;0;5 13 4 2011
1360;0;5 13 1 2012
1361;0;5 13 2 2012
1362;0;5 13 3 2012
1363;0;5 13 4 2012
1364;0;5 13 1 2013
1365;0;5 13 2 2013
1366;0;5 13 3 2013
1367;0;5 13 4 2013
1368;275;5 14 1 2011
1369;275;5 14 2 2011
1370;275;5 14 3 2011
1371;275;5 14 4 2011
1372;172;5 14 1 2012
1373;172;5 14 2 2012
1374;172;5 14 3 2012
1375;172;5 14 4 2012
1376;172;5 14 1 2013
1377;172;5 14 2 2013
1378;275;5 14 3 2013
1379;275;5 14 4 2013
1380;219;5 15 1 2011
1381;219;5 15 2 2011
1382;219;5 15 3 2011
1383;219;5 15 4 2011
1384;172;5 15 1 2012
1385;172;5 15 2 2012
1386;172;5 15 3 2012
1387;172;5 15 4 2012
1388;172;5 15 1 2013
1389;172;5 15 2 2013
1390;219;5 15 3 2013
1391;219;5 15 4 2013
1392;222;5 16 1 2011
1393;222;5 16 2 2011
1394;222;5 16 3 2011
1395;222;5 16 4 2011
1396;172;5 16 1 2012
1397;172;5 16 2 2012
1398;172;5 16 3 2012
1399;172;5 16 4 2012
1400;172;5 16 1 2013
1401;172;5 16 2 2013
1402;222;5 16 3 2013
1403;222;5 16 4 2013
1404;333;5 17 1 2011
1405;333;5 17 2 2011
1406;333;5 17 3 2011
1407;333;5 17 4 2011
1408;172;5 17 1 2012
1409;172;5 17 2 2012
1410;172;5 17 3 2012
1411;172;5 17 4 2012
1412;172;5 17 1 2013
1413;172;5 17 2 2013
1414;333;5 17 3 2013
1415;333;5 17 4 2013
1416;139;5 18 1 2011
1417;139;5 18 2 2011
1418;139;5 18 3 2011
1419;139;5 18 4 2011
1420;172;5 18 1 2012
1421;172;5 18 2 2012
1422;172;5 18 3 2012
1423;172;5 18 4 2012
1424;172;5 18 1 2013
1425;172;5 18 2 2013
1426;139;5 18 3 2013
1427;139;5 18 4 2013
1428;0;5 19 1 2011
1429;0;5 19 2 2011
1430;0;5 19 3 2011
1431;0;5 19 4 2011
1432;0;5 19 1 2012
1433;0;5 19 2 2012
1434;0;5 19 3 2012
1435;0;5 19 4 2012
1436;0;5 19 1 2013
1437;0;5 19 2 2013
1438;0;5 19 3 2013
1439;0;5 19 4 2013
1440;289;6 0 1 2011
1441;289;6 0 2 2011
1442;289;6 0 3 2011
1443;289;6 0 4 2011
1444;172;6 0 1 2012
1445;172;6 0 2 2012
1446;172;6 0 3 2012
1447;172;6 0 4 2012
1448;172;6 0 1 2013
1449;172;6 0 2 2013
1450;289;6 0 3 2013
1451;289;6 0 4 2013
1452;272;6 1 1 2011
1453;272;6 1 2 2011
1454;272;6 1 3 2011
1455;272;6 1 4 2011
1456;172;6 1 1 2012
1457;172;6 1 2 2012
1458;172;6 1 3 2012
1459;172;6 1 4 2012
1460;172;6 1 1 2013
1461;172;6 1 2 2013
1462;272;6 1 3 2013
1463;272;6 1 4 2013
1464;120;6 2 1 2011
1465;120;6 2 2 2011
1466;120;6 2 3 2011
1467;120;6 2 4 2011
1468;172;6 2 1 2012
1469;172;6 2 2 2012
1470;172;6 2 3 2012
1471;172;6 2 4 2012
1472;172;6 2 1 2013
1473;172;6 2 2 2013
1474;120;6 2 3 2013
1475;120;6 2 4 2013
1476;229;6 3 1 2011
1477;229;6 3 2 2011
1478;229;6 3 3 2011
1479;229;6 3 4 2011
1480;172;6 3 1 2012
1481;172;6 3 2 2012
1482;172;6 3 3 2012
1483;172;6 3 4 2012
1484;172;6 3 1 2013
1485;172;6 3 2 2013
1486;229;6 3 3 2013
1487;229;6 3 4 2013
1488;192;6 4 1 2011
1489;192;6 4 2 2011
1490;192;6 4 3 2011
1491;192;6 4 4 2011
1492;172;6 4 1 2012
1493;172;6 4 2 2012
1494;172;6 4 3 2012
1495;172;6 4 4 2012
1496;172;6 4 1 2013
1497;172;6 4 2 2013
1498;192;6 4 3 2013
1499;192;6 4 4 2013
1500;358;6 5 1 2011
1501;358;6 5 2 2011
1502;358;6 5 3 2011
1503;358;6 5 4 2011
1504;172;6 5 1 2012
1505;172;6 5 2 2012
1506;172;6 5 3 2012
1507;172;6 5 4 2012
1508;172;6 5 1 2013
1509;172;6 5 2 2013
1510;358;6 5 3 2013
1511;358;6 5 4 2013
1512;0;6 6 1 2011
1513;0;6 6 2 2011
1514;0;6 6 3 2011
1515;0;6 6 4 2011
1516;0;6 6 1 2012
1517;0;6 6 2 2012
1518;0;6 6 3 2012
1519;0;6 6 4 2012
1520;0;6 6 1 2013
1521;0;6 6 2 2013
1522;0;6 6 3 2013
1523;0;6 6 4 2013
1524;351;6 7 1 2011
1525;351;6 7 2 2011
1526;351;6 7 3 2011
1527;351;6 7 4 2011
1528;172;6 7 1 2012
1529;172;6 7 2 2012
1530;172;6 7 3 2012
1531;172;6 7 4 2012
1532;172;6 7 1 2013
1533;172;6 7 2 2013
1534;351;6 7 3 2013
1535;351;6 7 4 2013
1536;130;6 8 1 2011
1537;130;6 8 2 2011
1538;130;6 8 3 2011
1539;130;6 8 4 2011
1540;172;6 8 1 2012
1541;172;6 8 2 2012
1542;172;6 8 3 2012
1543;172;6 8 4 2012
1544;172;6 8 1 2013
1545;172;6 8 2 2013
1546;130;6 8 3 2013
1547;130;6 8 4 2013
1548;174;6 9 1 2011
1549;174;6 9 2 2011
1550;174;6 9 3 2011
1551;174;6 9 4 2011
1552;172;6 9 1 2012
1553;172;6 9 2 2012
1554;172;6 9 3 2012
1555;172;6 9 4 2012
1556;172;6 9 1 2013
1557;172;6 9 2 2013
1558;174;6 9 3 2013
1559;174;6 9 4 2013
1560;363;6 10 1 2011
1561;363;6 10 2 2011
1562;363;6 10 3 2011
1563;363;6 10 4 2011
1564;172;6 10 1 2012
1565;172;6 10 2 2012
1566;172;6 10 3 2012
1567;172;6 10 4 2012
1568;172;6 10 1 2013
1569;172;6 10 2 2013
1570;363;6 10 3 2013
1571;363;6 10 4 2013
1572;308;6 11 1 2011
1573;308;6 11 2 2011
1574;308;6 11 3 2011
1575;308;6 11 4 2011
1576;172;6 11 1 2012
1577;172;6 11 2 2012
1578;172;6 11 3 2012
1579;172;6 11 4 2012
1580;172;6 11 1 2013
1581;172;6 11 2 2013
1582;308;6 11 3 2013
1583;308;6 11 4 2013
1584;287;6 12 1 2011
1585;287;6 12 2 2011
1586;287;6 12 3 2011
1587;287;6 12 4 2011
1588;172;6 12 1 2012
1589;172;6 12 2 2012
1590;172;6 12 3 2012
1591;172;6 12 4 2012
1592;172;6 12 1 2013
1593;172;6 12 2 2013
1594;287;6 12 3 2013
1595;287;6 12 4 2013
1596;409;6 13 1 2011
1597;409;6 13 2 2011
1598;409;6 13 3 2011
1599;409;6 13 4 2011
1600;172;6 13 1 2012
1601;172;6 13 2 2012
1602;172;6 13 3 2012
1603;172;6 13 4 2012
1604;172;6 13 1 2013
1605;172;6 13 2 2013
1606;409;6 13 3 2013
1607;409;6 13 4 2013
1608;164;6 14 1 2011
1609;164;6 14 2 2011
1610;164;6 14 3 2011
1611;164;6 14 4 2011
1612;172;6 14 1 2012
1613;172;6 14 2 2012
1614;172;6 14 3 2012
1615;172;6 14 4 2012
1616;172;6 14 1 2013
1617;172;6 14 2 2013
1618;164;6 14 3 2013
1619;164;6 14 4 2013
1620;296;6 15 1 2011
1621;296;6 15 2 2011
1622;296;6 15 3 2011
1623;296;6 15 4 2011
1624;172;6 15 1 2012
1625;172;6 15 2 2012
1626;172;6 15 3 2012
1627;172;6 15 4 2012
1628;172;6 15 1 2013
1629;172;6 15 2 2013
1630;296;6 15 3 2013
1631;296;6 15 4 2013
1632;328;6 16 1 2011
1633;328;6 16 2 2011
1634;328;6 16 3 2011
1635;328;6 16 4 2011
1636;172;6 16 1 2012
1637;172;6 16 2 2012
1638;172;6 16 3 2012
1639;172;6 16 4 2012
1640;172;6 16 1 2013
1641;172;6 16 2 2013
1642;328;6 16 3 2013
1643;328;6 16 4 2013
1644;300;6 17 1 2011
1645;300;6 17 2 2011
1646;300;6 17 3 2011
1647;300;6 17 4 2011
1648;172;6 17 1 2012
1649;172;6 17 2 2012
1650;172;6 17 3 2012
1651;172;6 17 4 2012
1652;172;6 17 1 2013
1653;172;6 17 2 2013
1654;300;6 17 3 2013
1655;300;6 17 4 2013
1656;332;6 18 1 2011
1657;332;6 18 2 2011
1658;332;6 18 3 2011
1659;332;6 18 4 2011
1660;172;6 18 1 2012
1661;172;6 18 2 2012
1662;172;6 18 3 2012
1663;172;6 18 4 2012
1664;172;6 18 1 2013
1665;172;6 18 2 2013
1666;332;6 18 3 2013
1667;332;6 18 4 2013
1668;305;6 19 1 2011
1669;305;6 19 2 2011
1670;305;6 19 3 2011
1671;305;6 19 4 2011
1672;172;6 19 1 2012
1673;172;6 19 2 2012
1674;172;6 19 3 2012
1675;172;6 19 4 2012
1676;172;6 19 1 2013
1677;172;6 19 2 2013
1678;305;6 19 3 2013
1679;305;6 19 4 2013
1680;145;7 0 1 2011
1681;145;7 0 2 2011
1682;145;7 0 3 2011
1683;145;7 0 4 2011
1684;172;7 0 1 2012
1685;172;7 0 2 2012
1686;172;7 0 3 2012
1687;172;7 0 4 2012
1688;172;7 0 1 2013
1689;172;7 0 2 2013
1690;145;7 0 3 2013
1691;145;7 0 4 2013
1692;245;7 1 1 2011
1693;245;7 1 2 2011
1694;245;7 1 3 2011
1695;245;7 1 4 2011
1696;172;7 1 1 2012
1697;172;7 1 2 2012
1698;172;7 1 3 2012
1699;172;7 1 4 2012
1700;172;7 1 1 2013
1701;172;7 1 2 2013
1702;245;7 1 3 2013
1703;245;7 1 4 2013
1704;317;7 2 1 2011
1705;317;7 2 2 2011
1706;317;7 2 3 2011
1707;317;7 2 4 2011
1708;172;7 2 1 2012
1709;172;7 2 2 2012
1710;172;7 2 3 2012
1711;172;7 2 4 2012
1712;172;7 2 1 2013
1713;172;7 2 2 2013
1714;317;7 2 3 2013
1715;317;7 2 4 2013
1716;292;7 3 1 2011
1717;292;7 3 2 2011
1718;292;7 3 3 2011
1719;292;7 3 4 2011
1720;172;7 3 1 2012
1721;172;7 3 2 2012
1722;172;7 3 3 2012
1723;172;7 3 4 2012
1724;172;7 3 1 2013
1725;172;7 3 2 2013
1726;292;7 3 3 2013
1727;292;7 3 4 2013
1728;289;7 4 1 2011
1729;289;7 4 2 2011
1730;289;7 4 3 2011
1731;289;7 4 4 2011
1732;172;7 4 1 2012
1733;172;7 4 2 2012
1734;172;7 4 3 2012
1735;172;7 4 4 2012
1736;172;7 4 1 2013
1737;172;7 4 2 2013
1738;289;7 4 3 2013
1739;289;7 4 4 2013
1740;135;7 5 1 2011
1741;135;7 5 2 2011
1742;135;7 5 3 2011
1743;135;7 5 4 2011
1744;172;7 5 1 2012
1745;172;7 5 2 2012
1746;172;7 5 3 2012
1747;172;7 5 4 2012
1748;172;7 5 1 2013
1749;172;7 5 2 2013
1750;135;7 5 3 2013
1751;135;7 5 4 2013
1752;357;7 6 1 2011
1753;357;7 6 2 2011
1754;357;7 6 3 2011
1755;357;7 6 4 2011
1756;172;7 6 1 2012
1757;172;7 6 2 2012
1758;172;7 6 3 2012
1759;172;7 6 4 2012
1760;172;7 6 1 2013
1761;172;7 6 2 2013
1762;357;7 6 3 2013
1763;357;7 6 4 2013
1764;0;7 7 1 2011
1765;0;7 7 2 2011
1766;0;7 7 3 2011
1767;0;7 7 4 2011
1768;0;7 7 1 2012
1769;0;7 7 2 2012
1770;0;7 7 3 2012
1771;0;7 7 4 2012
1772;0;7 7 1 2013
1773;0;7 7 2 2013
1774;0;7 7 3 2013
1775;0;7 7 4 2013
1776;258;7 8 1 2011
1777;258;7 8 2 2011
1778;258;7 8 3 2011
1779;258;7 8 4 2011
1780;172;7 8 1 2012
1781;172;7 8 2 2012
1782;172;7 8 3 2012
1783;172;7 8 4 2012
1784;172;7 8 1 2013
1785;172;7 8 2 2013
1786;258;7 8 3 2013
1787;258;7 8 4 2013
1788;305;7 9 1 2011
1789;305;7 9 2 2011
1790;305;7 9 3 2011
1791;305;7 9 4 2011
1792;172;7 9 1 2012
1793;172;7 9 2 2012
1794;172;7 9 3 2012
1795;172;7 9 4 2012
1796;172;7 9 1 2013
1797;172;7 9 2 2013
1798;305;7 9 3 2013
1799;305;7 9 4 2013
1800;330;7 10 1 2011
1801;330;7 10 2 2011
1802;330;7 10 3 2011
1803;330;7 10 4 2011
1804;172;7 10 1 2012
1805;172;7 10 2 2012
1806;172;7 10 3 2012
1807;172;7 10 4 2012
1808;172;7 10 1 2013
1809;172;7 10 2 2013
1810;330;7 10 3 2013
1811;330;7 10 4 2013
1812;246;7 11 1 2011
1813;246;7 11 2 2011
1814;246;7 11 3 2011
1815;246;7 11 4 2011
1816;172;7 11 1 2012
1817;172;7 11 2 2012
1818;172;7 11 3 2012
1819;172;7 11 4 2012
1820;172;7 11 1 2013
1821;172;7 11 2 2013
1822;246;7 11 3 2013
1823;246;7 11 4 2013
1824;167;7 12 1 2011
1825;167;7 12 2 2011
1826;167;7 12 3 2011
1827;167;7 12 4 2011
1828;172;7 12 1 2012
1829;172;7 12 2 2012
1830;172;7 12 3 2012
1831;172;7 12 4 2012
1832;172;7 12 1 2013
1833;172;7 12 2 2013
1834;167;7 12 3 2013
1835;167;7 12 4 2013
1836;222;7 13 1 2011
1837;222;7 13 2 2011
1838;222;7 13 3 2011
1839;222;7 13 4 2011
1840;172;7 13 1 2012
1841;172;7 13 2 2012
1842;172;7 13 3 2012
1843;172;7 13 4 2012
1844;172;7 13 1 2013
1845;172;7 13 2 2013
1846;222;7 13 3 2013
1847;222;7 13 4 2013
1848;306;7 14 1 2011
1849;306;7 14 2 2011
1850;306;7 14 3 2011
1851;306;7 14 4 2011
1852;172;7 14 1 2012
1853;172;7 14 2 2012
1854;172;7 14 3 2012
1855;172;7 14 4 2012
1856;172;7 14 1 2013
1857;172;7 14 2 2013
1858;306;7 14 3 2013
1859;306;7 14 4 2013
1860;293;7 15 1 2011
1861;293;7 15 2 2011
1862;293;7 15 3 2011
1863;293;7 15 4 2011
1864;172;7 15 1 2012
1865;172;7 15 2 2012
1866;172;7 15 3 2012
1867;172;7 15 4 2012
1868;172;7 15 1 2013
1869;172;7 15 2 2013
1870;293;7 15 3 2013
1871;293;7 15 4 2013
1872;270;7 16 1 2011
1873;270;7 16 2 2011
1874;270;7 16 3 2011
1875;270;7 16 4 2011
1876;172;7 16 1 2012
1877;172;7 16 2 2012
1878;172;7 16 3 2012
1879;172;7 16 4 2012
1880;172;7 16 1 2013
1881;172;7 16 2 2013
1882;270;7 16 3 2013
1883;270;7 16 4 2013
1884;263;7 17 1 2011
1885;263;7 17 2 2011
1886;263;7 17 3 2011
1887;263;7 17 4 2011
1888;172;7 17 1 2012
1889;172;7 17 2 2012
1890;172;7 17 3 2012
1891;172;7 17 4 2012
1892;172;7 17 1 2013
1893;172;7 17 2 2013
1894;263;7 17 3 2013
1895;263;7 17 4 2013
1896;152;7 18 1 2011
1897;152;7 18 2 2011
1898;152;7 18 3 2011
1899;152;7 18 4 2011
1900;172;7 18 1 2012
1901;172;7 18 2 2012
1902;172;7 18 3 2012
1903;172;7 18 4 2012
1904;172;7 18 1 2013
1905;172;7 18 2 2013
1906;152;7 18 3 2013
1907;152;7 18 4 2013
1908;151;7 19 1 2011
1909;151;7 19 2 2011
1910;151;7 19 3 2011
1911;151;7 19 4 2011
1912;172;7 19 1 2012
1913;172;7 19 2 2012
1914;172;7 19 3 2012
1915;172;7 19 4 2012
1916;172;7 19 1 2013
1917;172;7 19 2 2013
1918;151;7 19 3 2013
1919;151;7 19 4 2013
1920;242;8 0 1 2011
1921;242;8 0 2 2011
1922;242;8 0 3 2011
1923;242;8 0 4 2011
1924;172;8 0 1 2012
1925;172;8 0 2 2012
1926;172;8 0 3 2012
1927;172;8 0 4 2012
1928;172;8 0 1 2013
1929;172;8 0 2 2013
1930;242;8 0 3 2013
1931;242;8 0 4 2013
1932;200;8 1 1 2011
1933;200;8 1 2 2011
1934;200;8 1 3 2011
1935;200;8 1 4 2011
1936;172;8 1 1 2012
1937;172;8 1 2 2012
1938;172;8 1 3 2012
1939;172;8 1 4 2012
1940;172;8 1 1 2013
1941;172;8 1 2 2013
1942;200;8 1 3 2013
1943;200;8 1 4 2013
1944;110;8 2 1 2011
1945;110;8 2 2 2011
1946;110;8 2 3 2011
1947;110;8 2 4 2011
1948;172;8 2 1 2012
1949;172;8 2 2 2012
1950;172;8 2 3 2012
1951;172;8 2 4 2012
1952;172;8 2 1 2013
1953;172;8 2 2 2013
1954;110;8 2 3 2013
1955;110;8 2 4 2013
1956;187;8 3 1 2011
1957;187;8 3 2 2011
1958;187;8 3 3 2011
1959;187;8 3 4 2011
1960;172;8 3 1 2012
1961;172;8 3 2 2012
1962;172;8 3 3 2012
1963;172;8 3 4 2012
1964;172;8 3 1 2013
1965;172;8 3 2 2013
1966;187;8 3 3 2013
1967;187;8 3 4 2013
1968;127;8 4 1 2011
1969;127;8 4 2 2011
1970;127;8 4 3 2011
1971;127;8 4 4 2011
1972;172;8 4 1 2012
1973;172;8 4 2 2012
1974;172;8 4 3 2012
1975;172;8 4 4 2012
1976;172;8 4 1 2013
1977;172;8 4 2 2013
1978;127;8 4 3 2013
1979;127;8 4 4 2013
1980;288;8 5 1 2011
1981;288;8 5 2 2011
1982;288;8 5 3 2011
1983;288;8 5 4 2011
1984;172;8 5 1 2012
1985;172;8 5 2 2012
1986;172;8 5 3 2012
1987;172;8 5 4 2012
1988;172;8 5 1 2013
1989;172;8 5 2 2013
1990;288;8 5 3 2013
1991;288;8 5 4 2013
1992;136;8 6 1 2011
1993;136;8 6 2 2011
1994;136;8 6 3 2011
1995;136;8 6 4 2011
1996;172;8 6 1 2012
1997;172;8 6 2 2012
1998;172;8 6 3 2012
1999;172;8 6 4 2012
2000;172;8 6 1 2013
2001;172;8 6 2 2013
2002;136;8 6 3 2013
2003;136;8 6 4 2013
2004;263;8 7 1 2011
2005;263;8 7 2 2011
2006;263;8 7 3 2011
2007;263;8 7 4 2011
2008;172;8 7 1 2012
2009;172;8 7 2 2012
2010;172;8 7 3 2012
2011;172;8 7 4 2012
2012;172;8 7 1 2013
2013;172;8 7 2 2013
2014;263;8 7 3 2013
2015;263;8 7 4 2013
2016;0;8 8 1 2011
2017;0;8 8 2 2011
2018;0;8 8 3 2011
2019;0;8 8 4 2011
2020;0;8 8 1 2012
2021;0;8 8 2 2012
2022;0;8 8 3 2012
2023;0;8 8 4 2012
2024;0;8 8 1 2013
2025;0;8 8 2 2013
2026;0;8 8 3 2013
2027;0;8 8 4 2013
2028;114;8 9 1 2011
2029;114;8 9 2 2011
2030;114;8 9 3 2011
2031;114;8 9 4 2011
2032;172;8 9 1 2012
2033;172;8 9 2 2012
2034;172;8 9 3 2012
2035;172;8 9 4 2012
2036;172;8 9 1 2013
2037;172;8 9 2 2013
2038;114;8 9 3 2013
2039;114;8 9 4 2013
2040;246;8 10 1 2011
2041;246;8 10 2 2011
2042;246;8 10 3 2011
2043;246;8 10 4 2011
2044;172;8 10 1 2012
2045;172;8 10 2 2012
2046;172;8 10 3 2012
2047;172;8 10 4 2012
2048;172;8 10 1 2013
2049;172;8 10 2 2013
2050;246;8 10 3 2013
2051;246;8 10 4 2013
2052;333;8 11 1 2011
2053;333;8 11 2 2011
2054;333;8 11 3 2011
2055;333;8 11 4 2011
2056;172;8 11 1 2012
2057;172;8 11 2 2012
2058;172;8 11 3 2012
2059;172;8 11 4 2012
2060;172;8 11 1 2013
2061;172;8 11 2 2013
2062;333;8 11 3 2013
2063;333;8 11 4 2013
2064;256;8 12 1 2011
2065;256;8 12 2 2011
2066;256;8 12 3 2011
2067;256;8 12 4 2011
2068;172;8 12 1 2012
